exIdx	themeGiven	recipientGiven	themeDefinite	recipientDefinite	verbSense	themeAnimacy	recipientAnimacy	isDative	ableToTiebreak	verbLemma	themePronominal	recipientPronominal	themeLength	recipientLength	themeNumber	recipientNumber	structure	verbClass	recipientPerson	themePerson	previousStructure
165981	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	cede	FALSE	FALSE	1	17	Sing	Plur	PP	FUTURE HAVING	third	third	None
166652	Given	Not Given	Definite	Definite	Abstract	Vehicle	Human	TRUE	TRUE	drag	FALSE	FALSE	4	3	Sing	Sing	PP	CARRY	third	third	None
167544	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	read	FALSE	FALSE	2	2	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
167625	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	FALSE	2	2	Sing	Plur	DO	FUTURE HAVING	third	third	None
168930	Given	Not Given	Definite	Definite	Communication	Concrete	Organization	TRUE	TRUE	fax	TRUE	FALSE	1	3	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	DO
169242	Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	roll	FALSE	FALSE	2	14	Sing	Sing	PP	SLIDE	third	third	None
169243	Not Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	kick	FALSE	FALSE	2	24	Sing	Sing	PP	THROWING	third	third	None
169665	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	fling	TRUE	FALSE	1	4	Plur	Sing	PP	THROWING	third	third	None
170789	Given	Not Given	Indefinite	Indefinite	Abstract	Human	Human	TRUE	TRUE	haul	FALSE	FALSE	1	2	Plur	Plur	PP	CARRY	third	third	None
176822	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	relay	FALSE	FALSE	2	2	Sing	Sing	PP	MESSAGE TRANSFER	third	third	PP
177053	Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Organization	TRUE	TRUE	lease	FALSE	FALSE	2	3	Sing	Sing	PP	GIVE	third	third	None
178002	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Mix	TRUE	TRUE	float	FALSE	FALSE	2	5	Sing	Sing	PP	SLIDE	third	third	None
178078	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Animal	TRUE	TRUE	teach	FALSE	FALSE	28	2	Plur	Sing	DO	MESSAGE TRANSFER	third	third	None
180364	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	2	14	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
183394	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	throw	FALSE	FALSE	4	2	Sing	Sing	PP	THROWING	third	third	None
183785	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	bounce	FALSE	TRUE	2	2	Sing	Sing	PP	SLIDE	second	third	None
184006	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	shuttle	FALSE	FALSE	3	11	Sing	Plur	PP	?DRIVE	third	third	None
186320	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	3	6	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
188622	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	lend	FALSE	TRUE	15	1	Sing	NA	DO	GIVE	second	third	None
190085	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	leave	FALSE	TRUE	4	1	Sing	Sing	DO	FUTURE HAVING	third	third	None
190305	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	send	FALSE	TRUE	15	1	Sing	Plur	DO	SEND	first	third	None
190424	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	loan	FALSE	FALSE	2	5	Sing	Sing	PP	GIVE	third	third	None
191637	Given	Not Given	Definite	Definite	Abstract	Organization	Organization	TRUE	TRUE	sign	TRUE	FALSE	1	6	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
195794	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	sell	FALSE	FALSE	1	2	Sing	Plur	PP	GIVE	third	third	None
196051	Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	carry	FALSE	TRUE	1	2	Plur	Plur	PP	CARRY	third	third	PP
196108	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	float	TRUE	TRUE	1	2	Sing	Sing	PP	SLIDE	third	third	DO
196741	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	promise	FALSE	TRUE	2	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
196756	Not Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	loan	FALSE	FALSE	4	2	Sing	Sing	PP	GIVE	third	third	None
196900	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	take	FALSE	FALSE	2	26	Sing	Plur	PP	BRING/TAKE	third	third	None
197159	Given	Not Given	Definite	Definite	Abstract	Organization	Organization	TRUE	TRUE	sign	TRUE	FALSE	1	7	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
197737	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	advance	FALSE	FALSE	1	3	Sing	Plur	PP	FUTURE HAVING	third	third	None
198178	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	owe	FALSE	FALSE	2	2	Sing	Sing	DO	FUTURE HAVING	third	third	None
199315	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	push	FALSE	TRUE	4	2	Sing	Sing	PP	CARRY	first	third	None
200140	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	concede	FALSE	FALSE	3	4	Sing	Sing	PP	FUTURE HAVING	third	third	PP
206252	Not Given	Not Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	award	FALSE	FALSE	2	1	Sing	Sing	DO	FUTURE HAVING	third	third	None
207684	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	roll	FALSE	FALSE	2	3	Sing	NA	PP	SLIDE	third	third	None
207996	Not Given	Not Given	Indefinite	Definite	Communication	Concrete	Human	TRUE	TRUE	write	FALSE	FALSE	5	3	Plur	Sing	PP	MESSAGE TRANSFER	third	third	None
208927	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	7	Sing	Sing	PP	THROWING	third	third	None
208962	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slide	FALSE	FALSE	2	14	Sing	Sing	PP	SLIDE	third	third	None
212381	Not Given	Not Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	guarantee	FALSE	TRUE	2	1	Sing	NA	DO	FUTURE HAVING	second	third	None
212713	Not Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	trade	FALSE	FALSE	3	4	Sing	Sing	PP	GIVE	third	third	None
213754	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	show	FALSE	TRUE	12	1	NA	NA	DO	MESSAGE TRANSFER	second	third	None
215636	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	award	FALSE	TRUE	5	1	Sing	NA	DO	FUTURE HAVING	second	third	None
217435	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	TRUE	13	1	Sing	NA	DO	COMMUNICATION INSTRUMENT	second	third	None
221294	Given	Not Given	Definite	Definite	Abstract	Human	Human	TRUE	TRUE	carry	TRUE	FALSE	1	8	NA	Sing	PP	CARRY	third	second	None
221318	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	4	Sing	Plur	PP	THROWING	third	third	None
222536	Not Given	Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	5	2	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
222971	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	give	FALSE	TRUE	14	1	Sing	NA	DO	GIVE	second	third	None
224089	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	fling	FALSE	TRUE	5	1	Plur	Plur	DO	THROWING	third	third	None
224475	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	quote	FALSE	TRUE	3	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
224526	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	drive	FALSE	FALSE	1	7	Sing	Plur	PP	?DRIVE	third	third	None
225829	Given	Given	Indefinite	Definite	Abstract	Concrete	Animal	TRUE	TRUE	issue	FALSE	FALSE	3	2	Plur	Plur	DO	FUTURE HAVING	third	third	None
226056	Not Given	Given	Indefinite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	pay	FALSE	FALSE	2	2	Sing	Sing	PP	GIVE	third	third	None
226549	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	flip	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	DO
228409	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	award	FALSE	FALSE	1	17	Sing	Plur	PP	FUTURE HAVING	third	third	None
230647	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	read	FALSE	FALSE	2	3	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
231522	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	will	TRUE	FALSE	1	6	Sing	Sing	PP	FUTURE HAVING	third	third	None
235557	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	yield	FALSE	TRUE	6	1	Plur	NA	DO	FUTURE HAVING	second	third	None
236241	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	1	Sing	Sing	DO	THROWING	third	third	None
237377	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	guarantee	FALSE	TRUE	5	1	Sing	NA	DO	FUTURE HAVING	second	third	None
238449	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	show	TRUE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
239756	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	flip	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
240010	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	render	FALSE	FALSE	2	4	Plur	Plur	PP	GIVE	third	third	None
241003	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	shoot	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
241381	Not Given	Not Given	Definite	Definite	Abstract	Organization	Organization	TRUE	TRUE	sign	FALSE	FALSE	1	3	Sing	Plur	PP	COMMUNICATION INSTRUMENT	third	third	None
242056	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	forward	FALSE	FALSE	2	11	Sing	Plur	PP	SEND	third	third	None
242408	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Organization	TRUE	TRUE	issue	FALSE	FALSE	2	7	Plur	Sing	PP	FUTURE HAVING	third	third	None
243809	Not Given	Given	Indefinite	Definite	Communication	Concrete	Human	TRUE	TRUE	show	FALSE	TRUE	7	1	Plur	NA	DO	MESSAGE TRANSFER	second	third	None
245879	Not Given	Given	Definite	Definite	Communication	Concrete	Organization	TRUE	TRUE	fax	FALSE	TRUE	6	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	first	third	None
246210	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	assign	FALSE	FALSE	1	5	Plur	Plur	PP	FUTURE HAVING	third	third	None
246285	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	mail	FALSE	FALSE	2	12	Plur	Plur	PP	SEND	third	third	None
246775	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	show	FALSE	FALSE	3	2	Plur	Sing	DO	MESSAGE TRANSFER	third	third	None
249067	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	hit	FALSE	TRUE	2	2	Sing	Sing	PP	THROWING	first	third	None
249640	Given	Not Given	Definite	Definite	Abstract	Human	Organization	TRUE	TRUE	sign	FALSE	FALSE	1	5	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
249840	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	carry	FALSE	FALSE	3	4	Plur	Plur	PP	CARRY	third	third	None
250165	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	TRUE	5	1	NA	Plur	DO	MESSAGE TRANSFER	third	third	None
250468	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	advance	FALSE	FALSE	5	4	Sing	Plur	PP	FUTURE HAVING	third	third	None
251701	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	owe	FALSE	TRUE	1	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
255451	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	allocate	FALSE	FALSE	3	5	Plur	Plur	PP	FUTURE HAVING	third	third	None
255648	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	roll	FALSE	FALSE	4	3	Sing	Sing	PP	SLIDE	third	third	None
256350	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	TRUE	2	2	Sing	NA	PP	MESSAGE TRANSFER	second	third	None
257380	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	feed	FALSE	FALSE	9	3	Plur	Sing	DO	GIVE	third	third	None
257933	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	sell	FALSE	TRUE	7	1	Sing	NA	DO	GIVE	second	third	None
258967	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	carry	FALSE	FALSE	2	2	Sing	Plur	PP	CARRY	third	third	None
259413	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	write	FALSE	FALSE	4	3	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
260445	Not Given	Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	refund	FALSE	TRUE	3	1	Sing	NA	DO	GIVE	second	third	None
261460	Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	haul	FALSE	FALSE	1	3	Sing	Plur	PP	CARRY	third	third	None
261592	Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	allot	FALSE	FALSE	3	5	Plur	Plur	PP	FUTURE HAVING	third	third	None
261890	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	shoot	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
262210	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	kick	FALSE	FALSE	2	2	Sing	Sing	PP	THROWING	third	third	None
262317	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	3	Sing	Sing	PP	THROWING	third	third	None
262359	Not Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	lease	FALSE	FALSE	2	3	Plur	Plur	PP	GIVE	third	third	None
262741	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	advance	FALSE	FALSE	4	6	Plur	Plur	PP	FUTURE HAVING	third	third	PP
262757	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	give	FALSE	TRUE	2	1	Sing	Plur	DO	GIVE	first	third	DO
263822	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	hand	FALSE	TRUE	2	1	Sing	Plur	DO	SEND	third	third	None
264066	Not Given	Given	Indefinite	Indefinite	Communication	NotConcrete	Animal	TRUE	TRUE	issue	FALSE	FALSE	1	4	Plur	Sing	PP	FUTURE HAVING	third	third	None
264148	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	cede	FALSE	FALSE	1	3	Sing	Plur	PP	FUTURE HAVING	third	third	DO
265376	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slide	FALSE	FALSE	3	3	Sing	Sing	PP	SLIDE	third	third	None
266008	Given	Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	cede	TRUE	FALSE	1	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
266297	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	loan	FALSE	FALSE	1	3	Sing	Plur	DO	GIVE	third	third	None
267392	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	TRUE	2	1	Plur	Sing	DO	SEND	third	third	None
267866	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	tip	FALSE	FALSE	2	22	Sing	Plur	PP	THROWING	third	third	None
270102	Not Given	Not Given	Definite	Definite	Abstract	Human	Organization	TRUE	TRUE	sign	FALSE	FALSE	5	4	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	PP
272124	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	kick	TRUE	FALSE	1	4	Sing	Sing	PP	THROWING	third	third	None
273765	Not Given	Not Given	Definite	Indefinite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	4	Plur	Plur	PP	THROWING	third	third	PP
273932	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	TRUE	TRUE	1	2	Sing	NA	PP	COMMUNICATION INSTRUMENT	second	third	None
275085	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	issue	FALSE	FALSE	3	4	Plur	Plur	PP	FUTURE HAVING	third	third	None
278021	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	loan	FALSE	TRUE	3	1	Sing	Sing	DO	GIVE	first	third	None
278801	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	render	FALSE	FALSE	3	13	Plur	Plur	PP	GIVE	third	third	None
278845	Given	Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	signal	FALSE	TRUE	2	2	Sing	Plur	PP	COMMUNICATION INSTRUMENT	first	third	None
279459	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	serve	FALSE	TRUE	7	1	Sing	NA	DO	GIVE	second	third	None
282031	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	lease	FALSE	FALSE	3	20	Plur	Sing	PP	GIVE	third	third	None
282950	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
283427	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	hit	FALSE	FALSE	2	3	Sing	NA	PP	THROWING	third	third	None
289147	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	concede	FALSE	FALSE	2	7	Sing	Sing	PP	FUTURE HAVING	third	third	None
289230	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	give	FALSE	TRUE	2	1	Sing	Sing	DO	GIVE	first	third	None
289571	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	FALSE	15	2	NA	Plur	DO	MESSAGE TRANSFER	third	third	None
290974	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	bounce	FALSE	TRUE	2	2	Sing	Sing	PP	SLIDE	third	third	None
291010	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	flip	FALSE	TRUE	4	1	Sing	Sing	DO	THROWING	first	third	None
294423	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	flip	FALSE	FALSE	2	4	Sing	Plur	PP	THROWING	third	third	None
294489	Not Given	Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	refund	FALSE	TRUE	34	1	Sing	NA	DO	GIVE	second	third	None
294865	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	will	FALSE	FALSE	2	8	Sing	Plur	PP	FUTURE HAVING	third	third	None
297451	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	TRUE	4	1	Sing	NA	DO	FUTURE HAVING	second	third	None
299416	Given	Given	Definite	Definite	Abstract	Concrete	NotConcrete	TRUE	TRUE	bring	TRUE	FALSE	1	3	Sing	Sing	PP	BRING/TAKE	third	third	None
301269	Not Given	Given	Definite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	forward	FALSE	FALSE	2	4	Sing	Sing	PP	SEND	third	third	None
302329	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	take	FALSE	TRUE	2	2	Sing	Sing	PP	BRING/TAKE	third	third	None
303233	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	forward	FALSE	FALSE	2	4	Sing	Sing	PP	SEND	third	third	PP
303338	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pitch	FALSE	FALSE	8	3	Sing	Sing	PP	THROWING	third	third	None
306854	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	leave	FALSE	FALSE	1	4	Plur	Sing	PP	FUTURE HAVING	third	third	None
309228	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	TRUE	1	1	Sing	Plur	DO	FUTURE HAVING	first	third	None
309487	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	TRUE	2	1	Sing	Plur	DO	FUTURE HAVING	first	third	None
311771	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	read	FALSE	TRUE	3	2	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
311810	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	mail	FALSE	TRUE	5	1	Plur	NA	DO	SEND	second	third	None
314086	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	relay	TRUE	FALSE	1	3	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
314434	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
315811	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	relay	FALSE	FALSE	2	7	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
316199	Not Given	Not Given	Definite	Indefinite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	slip	FALSE	FALSE	2	9	Sing	Sing	PP	SEND	third	third	None
316616	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	send	FALSE	TRUE	10	1	Plur	Sing	DO	SEND	third	third	None
317018	Given	Not Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	flip	TRUE	FALSE	1	6	Sing	NA	PP	THROWING	third	third	None
317864	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	float	FALSE	FALSE	3	2	Sing	Sing	PP	SLIDE	third	third	None
317958	Given	Not Given	Definite	Indefinite	Transfer Posession	Human	Human	TRUE	TRUE	trade	TRUE	FALSE	1	3	Plur	Plur	PP	GIVE	third	third	None
318332	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	forward	FALSE	FALSE	1	5	Plur	Sing	PP	SEND	third	third	PP
318778	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	extend	FALSE	FALSE	7	3	Sing	Plur	PP	FUTURE HAVING	third	third	None
319639	Not Given	Given	Indefinite	Definite	Abstract	Time	NotConcrete	TRUE	TRUE	allot	FALSE	FALSE	5	3	Sing	Sing	PP	FUTURE HAVING	third	third	PP
322027	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	haul	FALSE	TRUE	7	2	Plur	Sing	PP	CARRY	first	third	None
323026	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	leave	FALSE	TRUE	5	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
323915	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	leave	FALSE	TRUE	2	1	Sing	Plur	DO	FUTURE HAVING	first	third	None
